0
1427
1183
1811
1789
1742
1957
1546
1465
1906
1721
1311
850
1599
1453
1851
1864
2034
1678
2442
1099
1612
1672
2049
1011
2855
1258
2400
2144
1936
1992
1790
1350
2469
1422
1370
712
3672
1046
1576
1333
1964
1944
1180
1561
2084
1634
1782
1268
1678
1446
2183
2089
2120
1867
1819
1719
1704
1764
1332
933
1919
1666
2001
2286
